准考證號,社會,自然
7842,76,60
632,83,91
6194,76,41
7473,69,100
1900,82,48
3186,92,21
560,72,55
9858,71,86
5366,89,44
5068,90,87
3265,79,79
4416,88,53
2745,65,100
7916,68,70
8072,78,58
7968,86,73
9332,68,70
3173,73,78
3294,76,52
8489,75,43
9944,80,46
4470,73,78
1414,58,80
4380,83,37
5402,90,49
3909,92,51
6380,72,42
5942,75,76
3936,86,91
5191,73,95
9009,80,64
18,68,75
2058,70,94
6352,64,57
5183,88,77
5762,93,50
3732,93,81
8035,86,71
8593,74,96
9855,86,41
4094,82,74
6792,73,70
5761,75,66
5729,78,37
3196,72,75
9343,88,44
3585,72,29
5866,84,38
5020,96,69
4235,72,57
971,75,83
2567,88,82
5063,88,55
2171,63,75
5689,76,83
2770,80,32
4867,81,62
7721,77,44
5070,78,91
4236,85,65
6900,89,61
9434,74,58
4111,91,90
8024,59,82
6052,76,47
8338,82,68
4731,79,71
2555,91,53
1822,74,54
3070,89,65
5294,63,70
3561,90,68
823,80,52
8862,80,54
4135,77,79
3428,75,79
8734,81,44
2300,97,61
3237,82,15
9131,81,49
3266,84,40
5142,72,39
6661,88,12
261,80,68
2259,84,46
9738,61,69
8200,77,54
1834,76,27
1883,71,62
1858,67,83
5244,80,37
9397,83,50
2128,60,79
7988,63,59
9248,64,67
6919,84,100
7784,71,79
4883,80,48
7894,86,83
7123,86,29
2816,82,81
7331,85,66
1866,74,76
4907,77,56
6356,82,42
9063,81,70
5174,90,59
1972,80,61
6123,81,83
9200,76,38
3832,80,18
2801,62,76
7327,91,40
1192,70,37
3388,81,78
537,86,60
3372,82,98
5582,76,48
1738,93,98
8336,83,41
9126,82,45
1334,79,75
5387,85,48
5579,87,59
9471,82,69
8331,79,55
2733,81,39
7822,84,65
4028,72,49
8228,61,56
7005,69,60
9656,98,59
5795,73,69
415,76,2
2038,68,71
6170,79,64
1006,78,62
7706,83,81
2033,71,100
7370,83,52
5649,68,64
1418,82,58
8007,83,93
3020,75,60
9524,76,57
1910,86,35
5077,99,49
1266,76,54
5754,81,71
9345,69,32
1856,91,42
9037,89,82
2966,71,31
5927,86,46
5016,77,79
3522,100,83
7849,86,60
225,90,89
8912,87,75
2565,82,67
3094,99,29
8650,88,20
3170,78,84
7369,79,37
1684,84,54
1183,72,57
4855,76,38
8142,70,74
1326,76,65
2530,76,76
8833,81,82
1378,82,54
8949,72,64
4317,79,79
3246,90,65
4308,92,80
3220,90,68
3805,85,71
7063,84,44
6959,92,41
1901,93,61
7092,76,65
3559,76,54
4862,83,69
4096,73,71
9935,84,43
8855,81,73
4944,69,83
3719,69,57
4245,81,78
8606,81,71
9422,84,37
7518,83,35
7910,92,62
4928,77,74
3693,73,30
1944,84,66
4779,74,75
5832,79,36
526,73,81
851,87,41
2491,94,81
8627,79,48
4528,85,20
6655,67,55
5841,76,77
6683,88,48
1976,86,61
7265,90,59
407,65,36
1036,72,65
3386,78,100
5136,80,41
5619,77,80
5317,70,80
9526,79,50
4503,87,46
212,80,67
1930,97,58
5149,84,68
9258,86,64
5664,75,63
3199,85,37
7335,71,81
7609,72,52
5543,75,45
7934,77,60
8105,81,27
1552,73,72
7132,83,52
349,77,57
4943,82,56
8951,89,70
1638,92,89
9172,65,82
292,83,72
8213,81,59
7649,82,68
2577,84,74
6864,72,76
1252,79,61
2940,75,97
6835,94,35
9796,75,63
3628,61,68
867,77,60
9154,77,77
5760,76,56
3421,77,48
3245,77,22
1478,81,66
1927,64,41
325,79,67
3776,78,47
6788,65,76
9677,87,52
3650,76,48
8810,86,44
5644,84,70
3601,70,62
9300,64,43
2666,66,35
6206,85,59
3110,60,90
8289,73,65
444,76,38
2528,92,49
8721,79,74
4,76,66
6912,95,53
5508,87,59
4186,74,54
5132,72,73
2121,78,16
1708,98,28
6180,91,66
9235,91,11
272,86,70
8892,88,53
7501,66,100
9837,82,63
9327,80,71
5605,93,43
7748,83,39
9454,79,86
3516,80,23
4641,74,41
5911,83,10
6406,79,76
4589,77,48
68,72,22
5898,89,93
3799,79,44
1981,85,65
6125,84,74
1458,82,70
4759,86,91
5213,85,84
9575,89,72
51,82,50
1788,83,32
4201,77,58
9830,74,48
4203,79,94
1085,74,56
3852,70,59
263,92,29
5015,87,83
7296,83,50
7391,87,86
2779,82,63
8557,74,97
2639,76,29
2896,75,44
817,88,43
1347,90,64
8939,90,45
5261,92,65
8253,75,88
9890,79,60
2557,76,40
3154,58,43
6851,75,60
3016,82,32
5085,64,23
2228,98,71
411,79,46
3767,77,53
1239,83,88
6109,90,38
5332,79,75
131,84,59
5405,78,77
7853,77,47
718,84,48
5549,64,42
9929,74,96
4737,72,49
2866,76,31
8767,64,53
4500,91,46
7048,89,91
1830,89,95
5966,100,65
5472,85,62
3061,91,52
6662,88,48
124,69,90
8075,75,91
5153,73,33
6443,76,66
2455,62,25
9133,76,33
5390,90,64
9313,68,56
6100,96,70
6560,79,37
4920,84,78
2804,93,5
6128,65,44
8085,82,100
996,85,78
6651,81,60
6559,75,100
6897,91,38
7032,72,87
3863,80,61
6732,97,34
6720,94,55
5697,98,56
7323,85,65
7733,74,42
5889,84,36
535,71,72
9112,85,71
7982,81,23
749,64,18
7290,70,84
7792,75,46
6482,72,75
3382,80,80
3968,79,44
9426,77,57
9498,72,51
9896,82,35
3177,73,47
6025,91,91
9302,76,60
8031,87,76
330,75,74
2284,72,99
4871,72,67
6073,78,41
7425,70,68
2436,75,64
202,79,67
9417,80,39
5030,86,60
6179,74,36
5600,69,57
5974,81,68
625,64,46
3682,70,42
8095,76,47
803,76,24
5715,71,85
5289,82,54
4947,76,41
6257,78,53
9342,72,65
811,86,46
651,72,48
3974,67,41
4055,81,46
5904,77,44
9642,86,52
3074,84,27
8369,79,69
3487,81,54
4695,87,73
6888,88,51
9953,74,80
9988,75,57
1723,78,49
9533,78,78
3860,79,62
3121,76,67
9407,87,60
3150,71,14
5837,79,43
6002,73,43
4212,78,77
4628,93,96
7000,83,36
7620,82,86
6846,83,75
9261,80,57
8916,82,59
1354,80,68
5641,83,58
3280,79,35
6554,81,58
6570,77,49
8236,76,77
4914,73,64
3691,87,82
9390,70,55
8570,78,58
9525,88,41
4525,90,31
9201,83,51
4085,87,66
6021,81,81
5704,87,29
8252,74,43
83,68,59
8429,62,58
433,80,38
3670,81,78
1417,66,56
9535,84,66
963,87,52
2727,77,63
1710,72,51
7215,76,50
3426,89,27
242,87,89
5356,79,83
9934,78,53
1992,58,94
5157,91,73
9470,85,64
1857,76,63
2001,71,72
5570,72,67
8491,65,51
9093,87,60
4456,68,75
1412,84,55
3303,79,88
4602,83,60
3956,78,98
7909,70,100
4663,75,68
950,91,88
2996,87,50
897,70,46
8840,73,79
1648,74,70
3714,83,38
7356,62,53
4045,77,63
8817,80,96
8263,72,24
3752,77,49
8783,86,33
6675,93,53
1149,88,80
6523,86,51
4763,75,23
9385,80,40
8012,60,68
9052,75,77
4060,83,89
1106,63,85
1309,83,58
3705,76,51
2768,89,28
784,76,45
5731,78,37
6575,85,79
8614,80,48
2975,87,59
7236,76,51
1459,87,65
6749,75,55
2432,72,55
7984,76,92
8942,81,74
5282,91,45
2535,76,71
2584,86,61
4694,84,26
8599,82,61
9925,80,85
442,74,47
3914,81,61
6495,77,85
7397,94,39
1759,80,59
9049,75,59
3821,69,50
6336,85,50
8430,78,80
9860,58,100
1454,74,60
3356,94,74
548,78,93
4712,66,66
1129,85,71
8733,65,57
1978,71,54
7612,62,42
7202,78,51
5355,86,91
7565,76,48
7993,87,68
4438,83,77
1517,92,54
6174,78,87
4716,81,68
9226,72,42
536,83,78
4417,89,71
2912,80,65
4393,57,64
5231,87,38
3703,75,19
1194,81,65
6613,95,93
5707,79,80
3824,74,67
4808,83,50
7819,80,35
4817,87,78
1041,83,49
1707,71,90
8389,71,65
8940,85,51
7007,79,74
1083,79,45
2793,82,46
1923,92,79
633,79,52
6982,93,64
7924,74,80
445,74,59
8847,80,74
7342,83,47
5342,79,93
610,94,53
9160,89,61
2513,93,81
3113,91,28
4446,88,38
3572,88,62
839,77,57
5096,72,67
3977,85,22
2541,77,77
2844,85,45
1372,92,47
6492,66,100
9871,81,57
5057,73,56
3484,78,38
7734,96,23
6644,69,44
9389,71,63
3772,66,53
918,64,70
8634,80,24
9622,76,33
1764,81,52
2832,77,60
9236,93,41
902,74,75
3406,76,64
1533,79,71
9543,100,74
5786,85,61
8190,74,48
8017,76,74
3123,78,33
8059,82,54
7486,84,53
3410,78,72
4553,84,60
8814,78,34
7249,74,29
3739,81,75
8520,76,45
9649,75,60
4786,86,72
9690,78,34
66,72,62
7211,62,66
3059,73,84
7743,88,44
5950,73,38
8766,79,45
8466,88,71
4256,68,31
7879,94,45
5670,91,67
9814,71,66
1307,82,47
2613,97,46
9756,75,80
5117,80,38
6158,73,71
4279,87,29
6272,72,86
7281,93,62
3857,71,57
9809,82,75
9018,79,100
7157,71,63
3589,85,63
4803,75,85
8452,94,51
9319,83,60
9839,86,51
2735,86,42
9797,80,71
5893,85,72
7877,78,46
2320,67,41
7716,83,67
4801,54,74
8559,75,80
2802,76,99
9199,73,49
6615,71,76
9260,75,43
8553,93,47
4311,93,46
4101,77,78
3673,77,55
3430,78,91
6193,78,63
9251,70,99
119,76,71
9513,82,26
8473,70,48
4024,72,81
9257,74,69
7542,80,59
7353,86,69
4471,79,59
7918,76,58
5537,74,60
7702,63,73
1968,71,62
2978,96,52
9794,86,46
8676,73,52
5333,81,60
1211,69,34
6966,72,76
5065,82,51
1718,92,100
3085,83,63
156,83,60
3630,84,72
9610,84,64
7664,78,66
3334,79,40
7768,85,72
5843,86,86
4052,80,74
9717,85,50
721,83,41
9655,81,52
7802,86,46
6536,76,66
7088,64,53
3049,74,63
3029,80,57
5293,74,83
1144,87,60
3577,83,66
7659,73,73
4986,75,53
9364,89,55
3623,82,54
5160,76,67
6119,94,62
7602,89,59
9171,67,69
9512,80,58
64,88,44
779,86,55
7578,74,82
4385,79,54
1945,76,68
3587,90,30
4188,76,59
1190,70,58
9695,75,37
5453,86,45
2010,78,78
7059,87,86
2030,85,45
248,74,38
9118,85,45
9354,81,53
7564,82,66
7644,66,63
4758,85,55
4305,77,37
5205,98,76
6143,71,35
7573,66,64
8291,89,56
7035,84,60
452,90,81
2235,83,83
3221,81,48
6411,80,24
7454,70,64
1020,72,31
121,88,73
8677,80,73
730,74,44
3129,69,49
1865,69,61
2810,89,53
7876,80,22
7284,84,64
5626,83,68
102,75,92
3125,84,50
4142,72,71
750,75,39
5601,81,33
1053,66,55
3453,89,83
9670,79,56
5079,66,44
6811,78,56
6633,75,77
576,88,58
5137,82,66
5565,73,82
7545,62,73
9644,86,26
9733,79,63
1556,82,59
6957,72,71
189,82,53
8022,76,82
4225,81,59
168,67,58
8948,100,82
9445,87,59
4979,83,49
838,77,61
4132,67,55
7723,78,43
2255,81,58
565,85,60
5798,82,51
8480,78,62
4170,92,56
9472,83,87
410,69,66
8071,87,30
501,81,77
1428,77,50
7764,77,89
7307,84,77
9314,91,43
458,86,24
3715,72,66
623,91,55
1675,61,53
4340,72,39
7641,67,39
2588,89,73
9267,78,77
3740,69,60
7596,81,73
8146,85,79
2742,74,65
5111,95,56
6736,65,67
8281,84,39
5159,70,62
3316,83,28
9884,84,70
2289,85,60
9911,91,62
5460,88,63
4672,83,92
6016,81,45
4428,76,49
4155,69,68
7266,78,74
9278,67,36
2216,91,63
8581,73,100
2247,67,75
7844,83,75
1542,90,55
4707,69,45
3889,68,25
9187,84,54
2852,89,64
9071,84,75
6266,86,84
8672,83,57
2521,81,50
9136,67,63
2002,74,88
5385,79,78
2445,77,42
558,75,100
8053,77,25
8865,70,31
1505,70,51
8781,83,78
5853,76,15
8256,73,81
1943,81,49
8144,86,87
4133,68,24
8572,85,85
6424,74,50
2792,85,29
9577,57,65
116,78,74
4071,84,98
2130,86,59
6214,72,77
8050,84,45
1213,66,57
7482,86,62
5262,77,20
3850,85,51
1077,72,26
4464,59,57
9448,76,65
684,87,59
466,79,25
1176,76,43
5914,83,73
3097,85,65
3632,83,43
2383,67,79
8873,77,51
1719,63,29
3362,64,29
4391,67,70
4917,75,64
2022,86,78
5442,83,75
2879,71,76
5810,86,59
3269,71,51
958,76,67
9750,92,51
7025,79,87
7866,86,26
4032,79,53
4706,82,71
552,84,69
8803,86,58
4412,75,41
7068,79,30
4542,83,52
840,77,71
2456,91,100
6450,80,25
8639,86,87
7696,64,69
3105,75,58
3167,85,49
9212,91,65
3675,74,48
6491,87,76
5947,70,42
5034,78,26
1755,82,93
7251,93,46
9654,94,45
8941,86,100
5580,73,62
5324,75,50
2231,66,24
724,79,72
1917,79,64
1461,79,48
5542,81,47
9229,79,64
9090,75,78
3729,81,65
3247,81,53
1374,62,48
4580,63,44
9910,72,80
1653,79,44
2348,87,76
2829,81,55
9775,82,68
2755,83,51
6392,85,61
3385,71,33
7406,63,58
9022,87,70
5121,86,72
5272,80,20
1510,82,70
8983,70,61
9763,87,70
5831,86,38
1662,84,66
7120,80,59
5921,82,68
4973,78,92
7837,80,50
6546,68,36
5851,66,62
6984,69,61
2922,81,79
7954,67,41
3960,82,73
7415,83,77
2753,86,46
5536,66,92
4980,80,55
3921,82,47
5733,79,77
1167,87,84
879,82,67
7587,100,72
6130,73,68
4823,85,59
1502,82,79
5375,89,43
1295,91,55
306,84,36
5349,79,51
6820,78,77
6477,75,42
5127,75,34
7727,75,51
6139,75,23
8749,74,54
4932,85,55
6681,89,58
6108,80,77
4858,83,68
5895,69,68
2947,76,91
3188,68,76
6766,84,67
4468,94,63
1754,81,63
9864,97,48
2096,84,35
8028,77,73
9050,75,59
3212,83,51
5578,72,56
5627,70,45
5227,74,70
4016,74,64
5589,88,100
9891,80,45
7171,83,84
5574,81,82
6360,72,69
969,85,55
7897,99,81
4335,82,80
7705,80,42
7277,79,17
7082,89,67
8863,76,68
1294,85,71
5734,59,60
5668,79,62
9180,78,77
2715,84,42
8133,80,29
1173,77,30
6622,91,43
8917,78,58
793,76,66
8975,79,64
9382,76,69
7116,82,52
4455,82,93
2695,81,58
431,61,53
675,62,33
3655,92,66
2623,81,59
7695,82,45
8412,75,44
4204,65,52
5101,84,85
4304,65,49
1628,80,85
170,71,38
3463,59,89
4856,88,42
6116,84,72
5346,76,51
6847,85,84
7874,98,18
1958,68,86
27,73,58
1314,82,53
6841,82,34
6590,59,68
5200,76,61
7133,67,72
3116,80,70
1377,73,38
3979,72,100
700,74,12
177,66,44
3510,77,71
6293,81,68
10,72,45
3801,72,31
5091,76,84
9948,78,76
763,63,76
3320,76,45
5596,76,87
9959,90,66
1465,69,100
5025,84,53
6481,81,59
9368,71,55
4874,78,19
8482,82,10
7301,80,72
4842,76,69
448,70,24
341,80,29
7522,73,41
1920,76,50
4985,89,49
8692,95,68
1485,84,100
62,77,72
4232,75,79
1328,96,44
7737,88,58
2572,68,67
4258,80,75
7735,55,78
3254,75,64
2155,74,63
8292,88,88
4774,82,80
6619,100,100
4517,76,82
4325,70,87
7498,84,43
8340,64,48
174,79,54
5331,77,58
7642,81,80
7767,78,62
2366,83,50
7176,91,100
4705,85,76
7567,91,96
1153,77,43
1956,94,93
9612,85,46
3965,76,43
1310,88,16
624,74,70
3274,78,63
7797,80,51
1175,80,37
9726,78,66
7291,89,66
7740,75,47
686,75,82
7783,83,41
1312,70,67
734,83,94
6024,70,66
7655,74,64
6019,73,51
5801,63,41
5768,72,38
2842,77,72
9528,75,57
2883,71,75
9253,84,58
587,69,78
105,66,60
3911,69,80
5555,83,49
2343,70,63
1801,79,44
8157,84,71
9439,83,37
4005,68,78
8848,86,52
3564,78,86
9000,76,81
8294,72,34
1506,60,100
3952,91,35
620,86,80
8980,73,81
5097,85,60
8379,65,47
1196,74,83
8571,100,33
5269,66,64
5546,82,66
4228,84,62
7742,79,11
7750,64,45
9055,82,50
2741,79,54
2223,89,74
2165,80,8
2993,74,49
9341,94,49
2313,79,51
8575,57,44
1298,79,57
7374,66,53
9176,77,50
488,73,37
7037,80,53
3671,86,41
2067,83,64
9976,78,71
2917,87,70
5381,85,71
7050,76,33
1118,81,68
6153,70,49
198,83,25
6270,80,80
8339,82,81
768,77,69
5519,68,82
69,80,58
5744,80,99
9005,69,82
9614,70,53
1948,86,47
2719,70,48
194,71,77
9282,84,60
4075,90,80
1421,71,54
2561,67,60
4687,86,52
172,89,67
3539,81,79
75,84,53
4280,83,50
7016,84,26
342,80,58
188,85,79
9616,87,74
6080,87,82
2475,72,65
7731,69,64
1794,84,67
2296,83,72
5890,88,35
4149,64,66
8714,66,20
1283,70,92
1092,78,23
5190,89,77
3190,90,55
4896,74,77
3578,91,60
8194,70,64
3520,79,68
7582,82,40
9294,78,100
3264,84,41
7255,78,64
7817,85,66
8990,76,65
4379,82,82
6576,89,89
5371,90,58
1580,83,60
171,89,55
3918,77,41
4099,89,71
6189,81,67
3498,75,88
5949,84,41
3189,84,39
5855,83,47
3882,73,68
9508,80,55
414,82,51
1852,81,52
9646,76,45
4613,93,49
9932,79,50
9396,86,92
6028,74,66
9667,81,77
1195,86,71
8470,91,68
8883,70,27
2126,85,68
1123,84,75
7125,86,75
661,79,80
5271,65,37
8197,74,51
3633,82,67
7594,75,73
3259,84,87
8706,78,30
8151,86,83
4782,75,55
8364,92,25
9165,81,52
9087,79,65
89,82,88
7810,79,45
9078,68,76
3312,86,100
4909,66,83
3947,80,53
1406,73,66
3926,74,40
3413,76,73
6616,81,30
5995,75,46
8771,81,90
5788,67,53
3720,81,70
5129,84,49
9510,82,70
1971,83,100
7055,82,33
9689,60,72
1320,90,67
3214,73,71
8407,79,81
2612,91,94
471,88,80
1228,90,47
3631,82,100
6960,81,85
5268,91,39
5620,83,90
3488,94,81
6698,86,33
9025,79,82
360,74,70
6632,75,14
1568,83,54
8026,89,52
8317,65,60
8309,75,42
4463,67,26
1842,77,27
495,67,33
9598,89,66
9247,79,21
3922,89,47
7403,68,73
5882,79,63
2992,72,48
7061,77,90
4062,91,59
5957,91,50
8233,79,98
2194,82,64
6949,97,67
8960,85,25
5833,69,56
8498,81,86
7801,75,100
2817,83,26
184,98,22
8102,78,37
9574,71,51
3853,65,100
6126,87,59
2944,81,89
852,79,81
4373,79,46
9427,81,29
8800,74,69
9918,88,89
3680,86,79
8175,68,24
6247,81,72
6291,78,28
7580,79,78
4726,65,46
4030,72,50
9881,81,66
9297,71,34
6740,78,70
696,75,100
7502,68,48
8394,84,8
4333,91,91
1677,77,88
8981,73,57
7054,86,66
3477,75,31
9762,75,63
6614,70,66
1783,76,42
3976,67,73
335,77,63
1288,65,66
7536,84,73
1714,97,70
1063,80,29
9283,70,51
9768,68,100
7937,75,82
2539,70,85
7757,97,80
1765,95,79
8928,71,74
1028,77,47
5397,91,29
4749,85,91
893,78,46
2867,83,59
9997,83,69
5973,86,67
5763,76,46
9947,80,93
1379,77,22
7867,84,65
4940,66,52
8010,64,30
3638,73,41
3290,89,53
4811,87,49
1873,80,53
9977,91,82
5469,63,60
63,72,54
2803,87,48
5400,69,26
8805,94,35
7661,83,54
2958,78,70
9489,71,84
1375,71,76
9810,78,45
7429,78,37
748,88,56
266,93,69
113,86,40
1848,79,43
7576,88,75
1170,85,83
3834,78,56
8985,84,38
3818,85,44
6041,86,78
8106,84,49
3517,86,55
2869,69,34
2998,97,37
9241,89,63
8400,73,13
1531,71,45
9399,76,72
2375,65,35
3042,88,49
7936,78,66
5727,85,85
6472,77,76
4962,76,52
5630,81,76
1546,83,65
8621,81,43
6071,100,60
9770,78,67
4775,67,65
9358,90,66
7616,82,40
7409,84,85
4220,80,43
3664,79,48
5130,80,47
1238,83,30
3944,70,28
6124,83,36
3127,81,78
8354,77,73
6893,80,36
4635,80,90
8232,87,85
8978,81,51
8301,80,91
8517,89,100
1359,82,55
2813,73,66
796,86,97
1627,70,49
6527,78,44
423,69,46
6898,71,37
2055,73,47
6105,85,54
751,91,72
4651,92,100
3619,70,69
1490,70,100
3378,83,27
9562,94,51
4147,80,61
8689,76,69
9107,91,39
1005,78,81
3267,95,66
4178,77,72
9441,78,78
2390,80,65
4529,90,82
8698,72,44
1661,77,32
6765,71,25
4765,69,49
8762,80,77
5867,82,40
6022,72,81
1043,72,33
6987,85,30
4013,84,72
4215,78,55
3656,95,33
1253,71,51
4710,71,51
5426,78,53
6000,78,100
7317,68,80
8046,80,64
6779,84,42
5438,84,50
7066,93,83
4431,86,44
3389,87,47
7254,81,67
2236,78,58
4019,74,98
6471,78,41
6233,79,45
123,70,45
4789,77,46
5569,77,51
4309,76,55
9082,80,97
5654,81,88
4561,87,65
835,74,68
8996,85,64
6962,73,47
519,82,30
6855,93,74
259,100,44
7373,53,48
5520,97,75
7182,76,60
3701,79,47
2184,82,44
2682,73,100
1103,83,43
7030,84,4
4620,74,44
1244,77,66
3913,94,59
3792,73,64
4715,85,30
3392,88,50
9455,68,64
3282,73,71
5118,71,60
513,84,36
1452,82,62
2856,73,80
6449,65,61
509,70,64
921,79,60
7919,85,42
441,82,33
2148,72,51
1061,76,69
7585,68,64
3906,70,17
3642,79,64
8501,78,67
8965,87,54
6885,89,81
3519,78,63
4734,88,94
8534,71,56
6711,91,66
1605,77,53
3137,80,65
110,85,100
7818,75,85
3771,71,45
5329,69,66
6112,77,63
459,86,54
3343,72,61
8791,71,49
849,80,77
2372,88,46
5481,67,15
5835,71,56
5611,81,75
5776,88,59
8140,89,58
2965,84,56
2309,73,28
6517,80,78
7765,90,93
6673,68,63
5755,78,67
2045,83,53
7006,88,48
1760,85,71
2537,95,84
6579,72,43
3079,83,68
3009,78,75
5255,84,75
4349,79,54
8740,84,53
7571,91,17
3181,76,66
2707,77,37
8116,90,77
180,67,50
7949,98,52
7165,85,58
7601,85,72
3335,78,37
3568,81,57
615,81,45
4242,84,91
9373,93,66
1174,98,32
3883,78,54
3563,86,64
6638,79,53
7708,71,69
8485,77,56
8160,77,94
9979,80,67
393,76,51
9966,87,77
1425,79,59
95,67,73
4873,76,0
9638,83,54
8858,92,77
2622,82,51
3526,81,84
8797,69,66
7358,77,39
1058,66,57
946,81,49
5298,71,56
111,87,51
7398,87,73
6161,90,26
9099,91,60
4605,75,62
7712,76,82
4286,75,26
7484,83,27
8794,92,64
7983,88,59
8880,72,34
5391,87,65
8852,69,14
4130,78,64
4122,86,28
8479,83,100
6238,84,39
8278,78,88
3497,70,71
3931,87,68
284,72,6
6856,87,63
1570,88,0
1587,79,68
710,77,82
2059,93,54
1975,81,64
8445,74,52
2152,73,14
2857,85,50
5485,90,54
216,83,52
5303,80,58
9590,91,53
6639,91,61
7365,67,61
2331,89,53
6915,71,64
3584,75,61
4084,76,87
5362,85,57
7127,81,69
5991,86,75
7509,78,67
1415,59,37
6279,77,55
2325,74,75
1527,78,45
6269,90,47
7647,84,59
8510,74,36
1000,79,19
3751,79,53
634,77,60
6436,87,54
7008,73,48
4077,71,60
9821,87,58
465,87,58
3831,88,56
957,82,68
2833,100,6
4387,79,61
5963,95,59
4889,79,41
7206,79,71
3161,78,61
3708,77,23
4447,77,57
782,70,38
7678,89,72
6187,72,57
9955,89,88
480,75,49
3093,83,4
9735,88,54
3115,78,79
8126,76,91
9962,83,68
1892,92,60
9402,75,52
772,79,61
2952,76,45
6501,89,97
2937,88,60
8584,87,51
1498,98,53
2338,82,59
7009,69,68
1903,86,24
1231,82,51
6630,83,52
3209,80,71
3580,70,68
2703,96,81
1121,83,68
5989,90,41
9420,81,87
627,85,61
6388,79,75
3107,80,55
7349,75,67
7205,78,54
5496,82,59
1368,84,12
3069,85,26
818,81,74
5936,89,57
7404,83,49
9057,93,34
2591,71,71
3091,84,85
7603,80,62
5891,60,82
7829,79,70
8240,89,84
4915,72,58
6254,71,87
4785,87,69
827,81,96
8030,86,89
9017,97,55
6157,79,75
1409,95,32
222,72,52
6939,83,95
7562,80,27
2635,96,46
5494,79,36
3051,88,68
4570,84,54
3881,82,46
2514,87,49
4718,79,65
771,82,55
7338,84,60
1179,81,33
6504,87,44
4435,77,65
9965,82,56
8060,75,63
2841,79,75
9144,67,95
7791,72,45
7618,75,64
4022,87,47
8836,86,73
8271,86,58
3100,72,62
7261,63,35
9734,89,4
9866,76,62
2664,91,51
9561,74,41
8615,90,69
4521,89,65
2726,84,40
8617,76,59
9404,82,20
4465,84,49
7881,83,99
7827,86,39
1622,83,65
7880,79,65
9299,78,57
9605,88,57
9917,83,43
4402,73,32
6528,81,70
7104,62,59
9773,91,82
7506,75,71
7257,86,77
7036,64,50
4948,79,65
4626,81,48
698,91,71
9072,82,49
4766,82,78
47,86,50
6200,75,27
9631,72,55
1869,79,68
8165,79,0
439,74,38
7951,81,34
49,88,70
4895,71,59
3651,85,48
1188,85,26
2180,74,38
2893,79,61
3575,75,65
5363,76,69
5471,78,81
3904,73,39
1704,92,38
8098,75,27
7957,91,78
9242,98,54
5815,77,68
7111,86,34
6209,86,30
6359,81,53
6904,74,74
4406,86,58
7955,79,23
3236,83,70
2172,79,25
3744,78,87
4863,70,37
5193,72,50
8729,79,51
7033,84,42
4798,73,47
7778,74,65
2961,80,63
4658,81,28
1148,80,39
2290,76,65
23,96,89
4564,82,35
8077,79,78
9880,77,93
2122,79,64
2471,78,59
3160,80,70
6149,94,66
1526,87,43
1068,74,81
1047,65,62
9051,91,26
7094,78,89
1691,80,64
4741,70,77
3448,74,39
8807,85,46
6331,76,71
8420,91,55
4427,85,39
6737,91,70
392,79,42
4437,63,100
9620,85,52
7794,89,71
7159,78,91
6308,83,46
8812,71,60
4738,81,65
1127,87,66
6988,78,77
6606,84,44
1147,73,36
3506,95,7
8066,78,97
8128,63,16
312,89,62
7675,80,3
1119,73,41
9419,85,65
1444,74,50
479,85,66
9473,77,66
5461,93,0
8405,78,87
7665,72,83
7461,78,49
6996,79,75
2655,74,61
1373,68,80
5284,80,57
364,100,21
2536,71,31
7940,83,53
9344,77,62
7835,75,100
4326,81,49
3511,82,33
7217,90,62
2556,65,90
4250,79,91
2955,74,60
6714,70,56
923,75,99
1849,84,79
4494,69,80
6707,76,77
7825,85,65
4284,79,85
2487,76,43
3869,91,51
2505,91,90
938,69,35
1322,76,32
6097,71,90
9336,67,67
3986,92,50
9972,86,45
4486,77,53
1909,84,74
5720,86,66
3219,75,53
7920,81,44
9021,84,74
3053,75,74
753,74,33
659,63,15
8067,78,56
2114,89,62
7041,77,61
2224,80,76
4481,72,54
3890,84,75
1136,90,9
4419,84,52
688,75,32
2927,81,31
427,88,37
6338,64,60
6079,73,74
1447,76,58
6927,73,35
374,71,71
7895,86,59
6845,84,72
7915,74,70
7679,72,64
4532,78,15
3907,76,68
2970,90,67
2859,76,50
1284,87,67
8927,70,55
5955,65,79
7001,90,86
2519,89,91
5380,75,31
6895,87,70
1098,77,83
1033,84,43
4223,74,74
6290,85,85
135,72,29
7943,77,51
9285,90,39
2428,67,52
993,82,50
7834,89,30
543,58,75
2962,73,53
6460,74,56
7340,71,89
1997,75,72
6332,69,56
7598,70,45
1550,79,58
8006,76,24
6061,81,37
2145,79,67
4854,89,74
9188,88,77
8337,87,60
4489,73,27
4796,77,54
2669,82,48
1155,84,61
1535,76,43
8231,82,100
955,82,57
4676,65,53
5445,96,40
7467,92,68
1436,83,62
7762,80,94
8282,78,80
6648,95,87
7444,85,29
2060,76,69
3424,77,71
9745,76,30
802,80,58
2023,84,94
3903,72,65
7320,77,26
9893,82,65
7761,70,73
6234,87,58
6150,84,33
6819,79,91
544,76,51
3308,76,41
7222,82,64
2386,62,30
8758,84,73
6671,66,29
1957,80,62
9582,85,19
580,91,53
2021,72,37
7380,93,90
8707,85,41
3230,82,63
7355,82,54
8715,80,49
9774,78,64
1696,68,95
6785,84,43
9522,93,67
1700,83,40
5604,74,26
9497,77,59
9517,93,93
7992,87,80
2048,85,54
